Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ethiopia,ETH,23,35.2026634216309,36.1612358093262,27.2,29,42.9,44.3,45.0534019470215,48.2716217041016,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Faroe Islands,FRO,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Fiji,FJI,90.1023330688477,91.0259780883789,91.75,93.7433395385742,95.1281356811523,96.5249938964844,96,99.3387908935547,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Finland,FIN,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,France,FRA,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,French Polynesia,PYF,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Gabon,GAB,88.8774795532227,89.3,86.4,86.9899520874023,87.3296737670898,88.1603698730469,86.27,89.8418426513672,90.6852569580078,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Gambia, The",GMB,48.8145942687988,50.1972846984863,51.5,52.9534072875977,54.4461250305176,55.9981956481934,56.2,60.3,59.9212875366211,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Georgia,GEO,100,100,100,100,100,100,100,99.9,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Germany,DEU,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ghana,GHA,64.06256,56.51,70.7,78.3,74.1710510253906,79.3,79,80.4,83.5,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Gibraltar,GIB,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Greece,GRC,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Greenland,GRL,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Grenada,GRD,88.8,90.3965377807617,90.8408584594727,91.3052673339844,92.2023544311523,93.1922378540039,94.0995559692383,94.8213882446289,95.4287414550781,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guam,GUM,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guatemala,GTM,84.026414,86.6882934570313,87.9389038085938,85.494371,90.4963989257813,91.7952346801758,93.3,94.4130096435547,95.7245712280273,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guinea,GIN,28.8076019287109,26.2,31.3625640869141,32.6721954345703,33.9978981018066,33.5,35.4,44,42.4183883666992,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guinea-Bissau,GNB,13.3797130584717,14.7781085968018,16.2006149291992,17.2,20.1411075592041,23.0492153167725,26,28.5148296356201,31.040412902832,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guyana,GUY,83.9975357055664,84.9949111938477,85.9709854125977,86.9,88.0877990722656,89.2545547485352,90.3387451171875,91.2374572753906,92.0216903686523,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Haiti,HTI,37.5931167602539,37.9,38.7100067138672,39.4816246032715,40.7587089538574,40.4,43.3490333557129,44.4174308776855,45.3713455200195,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Honduras,HND,82.195298,83.607727,87.184881,88.653773,89.98171,91.6,86.5,91.6,92.7795257568359,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Hong Kong SAR, China",HKG,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Hungary,HUN,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iceland,ISL,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,India,IND,67.6,79.9,80.7380447387695,83.5852127075195,88,89.5348815917969,92.4568328857422,95.1932983398438,97.8152847290039,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Indonesia,IDN,94.83,96,96.4642583061542,97.01,97.5373674369822,97.62,98.14,98.51,98.85,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Iran, Islamic Rep.",IRN,99.691032409668,99.7168426513672,99.83,100,99.96,99.95,99.94,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iraq,IRQ,98,99.3,98.8493194580078,99.0941772460938,99.355110168457,99.6526870727539,99.8366088867188,99.9,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ireland,IRL,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Isle of Man,IMN,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Israel,ISR,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Italy,ITA,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Jamaica,JAM,91.1,93.1,93.9,93.3,94.9,96.7452774047852,97.6218719482422,98.5024871826172,99.3837738037109,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Japan,JPN,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Jordan,JOR,99.7160263061523,99.5,99.7602844238281,99.8853759765625,99.964225769043,99.9948043823242,100,99.9,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kazakhstan,KAZ,99.7974683544304,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kenya,KEN,36.0151634216309,37.9653205871582,39.9395904541016,36,41.6,53.1,56.0914306640625,61.4364166259766,69.7,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kiribati,KIR,77.2841873168945,79.7887344360352,82.3173980712891,84.8661575317383,90.5581814089579,93.6370086669922,98.6,99.2222595214844,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Korea, Dem. People's Rep.",PRK,31.4531230926514,33.6367340087891,35.8444557189941,38.0722732543945,40.316162109375,42.5721054077148,44.8360862731934,47.1040878295898,49.3727569580078,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Korea, Rep.",KOR,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kosovo,XKX,100,99.75,99.75,99.68,99.86,99.8,99.8,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kuwait,KWT,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kyrgyz Republic,KGZ,98.32,99.8,98.93,99.8,98.69,99.71,100,100,99.8817520141602,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lao PDR,LAO,70,76.3666277465237,79.5102386474609,83.1792297363281,89.7,90.7725372314453,93.6,98.0746002197266,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Latvia,LVA,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lebanon,LBN,99.6840109542869,99.9843292236328,99.998046875,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lesotho,LSO,22.3772468566895,20.56,26.7335815429688,27.8,31.7840766906738,35.181510925293,33.7,47,44.6406784057617,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Liberia,LBR,4.1,9.1286449432373,9.8,9.4,15.5277109146118,17.7,24.2,24.818078994751,27.6492099761963,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Libya,LBY,79.9958801269531,78.3392333984375,76.7066879272461,75.0942459106445,73.4978713989258,71.9135513305664,70.337272644043,67,68.5321884155273,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Liechtenstein,LIE,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lithuania,LTU,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Luxembourg,LUX,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Macao SAR, China",MAC,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Madagascar,MDG,14.3,18.7,12.9,19.0237522125244,20.5437088012695,22.9,24.1,25.5155601501465,26.9071846008301,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malawi,MWI,7.6,7.4,9,11.9,10.8,11,12.7,18.02,11.2,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malaysia,MYS,99.5317916870117,99.8,99.9241638183594,99.9883575439453,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Maldives,MDV,99.4848022460938,99.5359497070313,99.5657958984375,100,99.7901611328125,100,99.8,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mali,MLI,28.6619892120361,25.6,32.2556457519531,34.0846214294434,37.6,38.8670539855957,34.78,50.9,48.0212478637695,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malta,MLT,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Marshall Islands,MHL,89.919606785433,90.5496368408203,91.1724472045898,91.8285903930664,92.5827178955078,93.3962097167969,94.2155380249023,95.829231262207,97.443603515625,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mauritania,MRT,35.1313400268555,36.3178749084473,37.4831123352051,38.8,39.5,41.3341636657715,42.9,44.2938270568848,45.812068939209,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mauritius,MUS,99.6,99.4963531494141,99.4192886352539,99.3755569458008,99.429817199707,99.5434341430664,99.61,99.4200668334961,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mexico,MEX,99.064094543457,99.111637,99.2320251464844,99.172928,99,99.5,100,99.5,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Micronesia, Fed. Sts.",FSM,66.6804428100586,68.6043548583984,70.5069732666016,72.4429321289063,74.4768753051758,76.5701751708984,78.5809173583984,80.4061660766602,82.116943359375,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Moldova,MDA,100,100,100,100,100,100,99.98,99.99,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Monaco,MCO,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mongolia,MNG,72.0570749108204,83.5606689453125,81.2,85.8850860595703,88.058837890625,91.0087280273438,93.8760604858398,98.1,99.1252670288086,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Montenegro,MNE,99,100,99.7,97.7,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Morocco,MAR,93.3816833496094,94.1484451293945,97.2,91.6,97.3,97.8,100,98.1,99.6,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mozambique,MOZ,20.2,21.2367191314697,22.4060306549072,24.8,24,26.2693119049072,24.3,31.1,29.6161613464355,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Myanmar,MMR,53.999683380127,55.1586532592773,56.3417320251465,52,60.5,55.6,69.8148365975088,66.1779861450195,68.3566513061523,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Namibia,NAM,42.3,46.6062431335449,47.4,48.7061805725098,51.6,49.7,52.5,53.969539642334,55.1951179504395,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nauru,NRU,99,99.1710662841797,99.2294616699219,99.3079452514648,99,99.6593551635742,99.8820495605469,99.9192657470703,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nepal,NPL,67.26,74.7319717407227,77.6089172363281,84.9,83.5274658203125,90.7,89.9230804443359,93.92,89.9,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Netherlands,NLD,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,New Caledonia,NCL,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,New Zealand,NZL,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nicaragua,NIC,78.7124099731445,79.5470809936523,80.7572708129883,81.853073,83.3423156738281,84.7431869506836,86.0615005493164,87.1943206787109,88.2126693725586,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Niger,NER,14.3,14.4,15.1640281677246,15.7667713165283,16.6,17.2275905609131,17.9051189422607,17.6,18.7747249603271,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nigeria,NGA,55.9,53.1539001464844,55.6,54.4245338439941,52.5,59.3,54.4,56.5,55.4,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,North Macedonia,MKD,99.7261638038337,100,100,100,100,100,100,99.8,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Northern Mariana Islands,MNP,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Norway,NOR,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Oman,OMN,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Pakistan,PAK,70.8800811767578,70.9809417724609,71.1059188842773,71.2509841918945,71.4121246337891,71.585319519043,70.79,72.6349792480469,73.9143600463867,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Palau,PLW,98.760627746582,97.6304263093788,99.0435485839844,99.8103,99.4068450927734,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Panama,PAN,88.946418762207,89.7510986328125,89.1,91.4287567138672,92.2937088012695,93.1707153320313,93.7,94.94482421875,95.8345565795898,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Papua New Guinea,PNG,31.5479202270508,33.690975189209,35.8581466674805,39.4599647521973,44.3600158691406,49.4,54.4,58.8876342773438,63.4645118713379,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Paraguay,PRY,98.23656,97.835616,99.015884,99.000716,99.331532,98.4,99.3,99.6,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Peru,PER,89.707491,91.099508,92.135365,92.919989,93.852179,94.2,94.8,95.2,98.3466033935547,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Philippines,PHL,87.2,87.08,87.5,89.692138671875,89.08,92.0463714599609,93,94.4327545166016,95.6286239624023,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Poland,POL,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Portugal,PRT,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Puerto Rico,PRI,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Qatar,QAT,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Romania,ROU,100,100,100,100,100,99.1,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Russian Federation,RUS,100,100,100,100,95.5,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Rwanda,RWA,10.8,17.5,15.2,19.8,22.8,29.37,34.1,34.7422370910645,37.7824363708496,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Samoa,WSM,96.6685746994848,96.8268432617188,97.3891448974609,97.9,99.0481872558594,99.8977966308594,96.8,99.9936141967773,99.2,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,San Marino,SMR,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sao Tome and Principe,STP,62.4895553588867,57.9,64.8163223266602,68.6,67.2637634277344,69.4265823364258,74.27,71,75.1819076538086,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Saudi Arabia,SAU,100,100,100,100,100,99.9,99.93,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Senegal,SEN,56.5,56.5,57,61,60.5,64.5,61.7,66,70.4,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Serbia,SRB,100,100,99.92,99.6607979324826,99.9,100,100,100,99.8,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Seychelles,SYC,98.0793685913086,98.3272094726563,98,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sierra Leone,SLE,14.2,16.9455261230469,13.5,18.6472682952881,19.5242595672607,20.3,23.4,26.1,22.7,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Singapore,SGP,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sint Maarten (Dutch part),SXM,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Slovak Republic,SVK,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Slovenia,SVN,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Solomon Islands,SLB,38.2245979309082,42.2231864929199,44.7,50.211109161377,55.1,58.4877014160156,62.9,66.4730453491211,70.2584915161133,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Somalia,SOM,22.5059871673584,24.1405448913574,25.7992134094238,27.4779758453369,29.1728115081787,30.8797016143799,32.5946311950684,34.3135757446289,36.0331954956055,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Africa,ZAF,83.6,85.3,85.2,86,85.3,84.2,84.4,84.7,85,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Sudan,SSD,2.68973827362061,3.1372447013855,3.60886240005493,4.10057258605957,4.60835742950439,5.12819719314575,4.2,6.18797016143799,6.72053527832031,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Spain,ESP,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sri Lanka,LKA,87.76,87,90.2,92.6377029418945,94.3347702026367,97.5,97.5,99.5868606567383,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,St. Kitts and Nevis,KNA,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,St. Lucia,LCA,94.7590866088867,95.3434225844005,95.8614730834961,96.4489517211914,97.0525054931641,97.6799926757813,98.2969665527344,98.91943359375,99.5477752685547,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,St. Martin (French part),MAF,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,St. Vincent and the Grenadines,VCT,94.0384216308594,95.3816833496094,96.7490615844727,98.1365280151367,99.5400695800781,99.7685546875,99.9712524414063,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sudan,SDN,39.8593788146973,41.6036338806152,43.3248100280762,44.9,46.9249954223633,48.8309097290039,50.6554641723633,52.2975654602051,53.8270721435547,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Suriname,SUR,94.3912200927734,94.3461990356445,94.3252944946289,94.3244781494141,95.0020446777344,95.9066543579102,96.7287063598633,97.4,97.8873519897461,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sweden,SWE,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Switzerland,CHE,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Syrian Arab Republic,SYR,91.5991821289063,90.8423156738281,90.1388168334961,89.9762573242188,89.8297729492188,89.6953430175781,89.5689544677734,86,89.3248825073242,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Tajikistan,TJK,98.6894607543945,99.1,98.8373718261719,98.943473815918,98,99.1998825073242,99.3,99.3,99.6353912353516,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Tanzania,TZA,14.2,15.3,16.4,23.5,26.3427810668945,32.8,32.4184036254883,35.2294502258301,37.7,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Thailand,THA,99.3592834472656,99.1086235489221,99.4270629882813,99.483642578125,99.6,99.8521270751953,99.9,99.82,99.9,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Timor-Leste,TLS,54.5436172485352,58.003589630127,61.4876708984375,73.47,67.2815339423354,76.5,83.237548828125,89.0341033935547,94.716178894043,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Togo,TGO,39.7,38.9705963134766,40.8018798828125,45.7,44.7419204711914,46.8499984741211,48,50,52.4410972595215,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Tonga,TON,92.175456108246,92.8,94.9654083251953,95.7744750976563,100,97.02,98.3310165405273,99.1313018798828,98.4,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Trinidad and Tobago,TTO,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Tunisia,TUN,99.5,99.5,99.7,99.8,99.9,100,100,99.8,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Turkey,TUR,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Turkmenistan,TKM,99.8841552734375,99.8939056396484,99.8823623657227,99.930290222168,100,99.994010925293,100,100,99.9,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Turks and Caicos Islands,TCA,100,93.1,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Tuvalu,TUV,97.404167175293,97.671777399205,98.1205444335938,98.510871887207,98.9172821044922,99.3357467651367,99.7622528076172,99.8990478515625,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Uganda,UGA,14.6,20.3747940063477,13.9,20.4,18.5,26.7,32.7245597839355,42.7,41.3,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ukraine,UKR,100,99.8674911660777,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,United Arab Emirates,ARE,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,United Kingdom,GBR,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,United States,USA,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Uruguay,URY,99.17,99.6,99.611808,99.657085,99.70948,99.7,99.8,99.8,99.9,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Uzbekistan,UZB,99.8311386108398,99.9093322753906,99.9662475585938,99.9942016601563,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Vanuatu,VUT,41.9219551086426,43.7716407775879,31.7,49.0771713256836,52.2941246032715,57.82,62.8,61.7724533081055,64.6662368774414,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Venezuela, RB",VEN,98.84,99.2082672119141,99.2358093261719,100,100,99.4,99.2,99.9083023071289,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Vietnam,VNM,99,97.89,98.5360336303711,99.2,99.8034057617188,99.2,100,100,99.4,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Virgin Islands (U.S.),VIR,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,West Bank and Gaza,PSE,99.7,99.7525177001953,99.7314758300781,99.9,99.9,100,99.7,99.9903717041016,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Yemen, Rep.",YEM,61.8852729797363,52.41,75.6,66.1,67.3966674804688,68.9187088012695,79.2,62,72.7517013549805,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Zambia,ZMB,26.617790222168,27.3405532836914,28.0874271392822,27.9,31.1,35.1731643676758,40.3,39.8223037719727,43,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Zimbabwe,ZWE,36.9,44,38.336353302002,32.3,33.7,39.6762275695801,40.1442832946777,40.6163597106934,41.0891075134277,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,European Union,EUU,100,100,100,100,100,99.9601963441283,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,LCN,96.1868289271632,96.5589310291208,96.8553193189053,97.0299733417093,97.2934122800466,97.4923332397463,97.7294384167325,97.7945745799617,98.4242947003898,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean (excluding high income),LAC,95.8742564861485,96.2489590297291,96.5869956493468,96.7265170845667,97.0277323617759,97.2722327482382,97.5551126329094,97.5846374509754,98.2727196289258,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,96.1251156520411,96.5047359382403,96.8051092923434,96.9804682921278,97.246611994508,97.4462847118861,97.6849906616847,97.7473978033823,98.3884466100942,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,MEA,95.8259742792315,95.4018848249159,97.0746088297099,96.0840795856624,96.5377192515498,96.8484818473808,97.6872229895126,96.282290948065,97.2325397952462,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,NAC,100,100,100,100,100,100,100,100,100,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,SAS,67.0564791685666,77.4216194287694,77.7849195368831,80.5470592381133,84.5863368595287,86.5402465769806,89.6789785764899,92.3612272894272,94.3987291867754,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,World,WLD,82.1149828915341,84.7458194120541,85.0310647738461,85.5528466634835,86.5793334892847,87.7295174677318,88.6168952614741,89.432945729648,90.0970108968096,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,EAS,96.1296717342698,96.375961555776,96.5806605047978,96.7315944326305,97.1301494081165,97.2454531167254,97.8545961761131,97.9566978554601,98.1362772425746,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Arab World,ARB,86.3386281134868,86.0990224737519,88.1011389008569,87.2016287837312,87.9354789481169,88.5042612467324,89.6234267079849,88.3063244334055,89.5122823188562,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Africa Eastern and Southern,AFE,28.3818359876251,32.2240274434276,32.0464780952398,31.3235788003652,33.3121631315881,38.3804331871331,39.754201347135,42.1682410699846,43.6406611120552,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Africa Western and Central,AFW,45.9012986272586,44.1303538860375,47.0181626522631,47.7454989877597,46.7522790760429,50.9489385807558,48.8482047633884,51.2532526128876,51.3414214713772,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Albania,ALB,2205.70392004668,2118.32777605579,2533.25282927106,2309.36650255581,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Algeria,DZA,1123.33291454634,1237.96610942053,1278.91524243425,1362.87188408252,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Andorra,AND,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Angola,AGO,207.013351411564,219.253482715119,280.21448208407,312.228894512622,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Argentina,ARG,2929.07502855568,3000.60352326565,2967.37655805218,3074.70207056563,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Armenia,ARM,1807.03457213815,1892.00686905627,1931.25811665061,1961.61039526467,..,..,..,..,..,..
